user_id,persona,trend_affinity,age_group,gender_identity,income_bracket,dietary_restriction
U00532,fitness,low-sugar,55+,Man,Low,None
U00533,premium,clean-label,25-34,Man,Low,None
U00534,budget,low-sugar,35-44,Woman,High,Vegetarian
U00535,fitness,low-sugar,35-44,Woman,Medium,Vegan
U00536,casual,gut-health,25-34,Man,Low,Kosher
U00537,budget,protein,25-34,Woman,Medium,Kosher
U00538,budget,low-sugar,35-44,Woman,Low,Vegetarian
U00539,budget,clean-label,55+,Man,High,None
U00540,fitness,clean-label,25-34,Woman,Medium,None
U00541,premium,clean-label,25-34,Man,High,None
U00542,casual,clean-label,55+,Man,Low,None
U00543,premium,plant-based,45-54,Man,Medium,Jain
U00544,budget,protein,35-44,Woman,Medium,None
U00545,budget,protein,35-44,Man,High,Vegetarian
U00546,premium,plant-based,35-44,Man,Medium,None
U00547,,low-sugar,55+,Man,High,Vegan
U00548,casual,low-sugar,18-24,Man,Medium,None
U00549,fitness,plant-based,18-24,Woman,Medium,None
U00550,premium,protein,18-24,Woman,Low,None
U00551,premium,protein,18-24,Woman,High,Kosher
U00552,casual,protein,25-34,Man,High,None
U00553,casual,gut-health,25-34,Man,Medium,Jain
U00554,casual,clean-label,35-44,Woman,Medium,None
U00555,premium,protein,25-34,Man,Medium,None
U00556,fitness,plant-based,25-34,Man,Medium,Halal
U00557,premium,plant-based,35-44,Non-binary,Medium,Vegan
U00558,,low-sugar,18-24,Woman,High,None
U00559,budget,plant-based,25-34,Woman,Medium,None
U00560,fitness,gut-health,25-34,Woman,Medium,Vegetarian
U00561,fitness,plant-based,35-44,Woman,Low,None
U00562,budget,plant-based,25-34,Man,High,Vegan
U00563,budget,clean-label,35-44,Man,High,None
U00564,budget,low-sugar,18-24,Man,Medium,None
U00565,casual,plant-based,18-24,Man,Low,None
U00566,premium,protein,35-44,Woman,Medium,Vegan
U00567,premium,plant-based,18-24,Woman,Low,Vegan
U00568,budget,clean-label,45-54,Man,High,None
U00569,casual,low-sugar,25-34,Woman,Low,None
U00570,casual,protein,18-24,Woman,Low,None
U00571,premium,gut-health,35-44,Man,Low,None
U00572,budget,low-sugar,35-44,Non-binary,Medium,Vegan
U00573,fitness,clean-label,18-24,Woman,Medium,None
U00574,fitness,plant-based,45-54,Man,High,None
U00575,fitness,protein,18-24,Non-binary,Medium,None
U00576,,low-sugar,25-34,Man,High,Jain
U00577,fitness,gut-health,25-34,Woman,Medium,Vegan
U00578,casual,protein,25-34,Man,Medium,Kosher
U00579,casual,clean-label,18-24,Man,Medium,None
U00580,budget,protein,18-24,Man,Medium,None
U00581,casual,low-sugar,35-44,Woman,Low,None
U00582,casual,gut-health,18-24,Man,Medium,Jain
U00583,budget,clean-label,35-44,Woman,Medium,Vegetarian
U00584,budget,gut-health,18-24,Woman,Medium,Jain
U00585,casual,protein,18-24,Man,Low,Pescatarian
U00586,premium,protein,25-34,Man,High,None
U00587,casual,clean-label,25-34,Woman,Medium,None
U00588,casual,gut-health,35-44,Woman,Medium,Vegan
U00589,fitness,clean-label,18-24,Woman,Medium,None
U00590,budget,gut-health,18-24,Man,Medium,Pescatarian
U00591,fitness,low-sugar,25-34,Woman,Low,None
U00592,casual,clean-label,35-44,Man,Medium,Jain
U00593,casual,plant-based,18-24,Man,Medium,Vegetarian
U00594,budget,clean-label,45-54,Woman,Medium,Vegan
U00595,fitness,gut-health,35-44,Man,High,None
U00596,budget,clean-label,25-34,Woman,Medium,None
U00597,fitness,gut-health,35-44,Non-binary,Medium,Jain
U00598,casual,gut-health,18-24,Woman,Medium,Jain
U00599,budget,gut-health,45-54,Woman,High,Vegan
U00600,casual,gut-health,45-54,Woman,Low,None
U00601,fitness,protein,55+,Man,Medium,Vegetarian
U00602,fitness,protein,45-54,Man,Low,Vegetarian
U00603,casual,low-sugar,55+,Woman,Medium,Vegan
U00604,premium,plant-based,25-34,Man,Low,None
U00605,budget,plant-based,25-34,Man,Medium,Vegetarian
U00606,budget,plant-based,25-34,Man,Medium,None
U00607,casual,gut-health,25-34,Woman,Medium,None
U00608,casual,plant-based,45-54,Woman,Low,None
U00609,premium,plant-based,18-24,Prefer not to say,Medium,None
U00610,fitness,clean-label,18-24,Man,Medium,Halal
U00611,fitness,protein,35-44,Woman,High,Halal
U00612,budget,protein,25-34,Man,Low,Kosher
U00613,,clean-label,55+,Man,Medium,Vegetarian
U00614,casual,plant-based,45-54,Woman,Low,Jain
U00615,casual,protein,25-34,Woman,Low,None
U00616,casual,low-sugar,18-24,Man,Low,None
U00617,fitness,plant-based,18-24,Man,High,Halal
U00618,premium,low-sugar,25-34,Man,Medium,None
U00619,premium,gut-health,35-44,Woman,Medium,Kosher
U00620,budget,plant-based,18-24,Woman,Low,None
U00621,premium,protein,45-54,Woman,Medium,Vegan
U00622,fitness,plant-based,25-34,Prefer not to say,Medium,None
U00623,budget,clean-label,25-34,Woman,Medium,None
U00624,budget,low-sugar,18-24,Man,High,None
U00625,fitness,plant-based,25-34,Man,Medium,None
U00626,casual,low-sugar,25-34,Woman,Low,Vegan
U00627,fitness,plant-based,55+,Man,Low,Vegan
U00628,fitness,gut-health,18-24,Woman,Medium,Vegan
U00629,premium,plant-based,25-34,Man,Low,None
U00630,,low-sugar,25-34,Woman,Medium,None
U00631,budget,plant-based,35-44,Woman,High,Halal
U00632,premium,protein,25-34,Woman,High,None
U00633,budget,clean-label,18-24,Woman,Low,None
U00634,premium,clean-label,18-24,Man,Medium,Vegan
U00635,budget,protein,35-44,Man,Medium,None
U00636,fitness,clean-label,25-34,Woman,Medium,Vegetarian
U00637,premium,protein,35-44,Woman,Low,Vegan
U00638,casual,protein,55+,Woman,Low,Vegetarian
U00639,budget,clean-label,25-34,Woman,Medium,None
U00640,,plant-based,45-54,Man,Low,None
U00641,budget,gut-health,45-54,Woman,Medium,None
U00642,budget,protein,25-34,Man,Low,None
U00643,fitness,protein,55+,Man,Medium,None
U00644,premium,clean-label,18-24,Prefer not to say,Medium,Vegetarian
U00645,,clean-label,18-24,Man,Medium,None
U00646,fitness,protein,35-44,Woman,Medium,Vegetarian
U00647,casual,low-sugar,25-34,Woman,Low,None
U00648,premium,clean-label,18-24,Man,Low,None
U00649,casual,low-sugar,18-24,Woman,High,Vegetarian
U00650,casual,plant-based,35-44,Man,Medium,None
U00651,premium,protein,25-34,Man,Low,None
U00652,budget,gut-health,18-24,Man,Medium,Jain
U00653,,low-sugar,25-34,Man,Low,Vegetarian
U00654,fitness,low-sugar,18-24,Prefer not to say,High,Jain
U00655,casual,gut-health,45-54,Woman,Low,None
U00656,premium,protein,18-24,Woman,Medium,Halal
U00657,casual,protein,55+,Woman,Low,Jain
U00658,budget,gut-health,18-24,Woman,Low,None
U00659,premium,protein,55+,Woman,High,None
U00660,fitness,low-sugar,18-24,Woman,Medium,None
U00661,,plant-based,25-34,Woman,High,None
U00662,budget,plant-based,45-54,Man,Low,None
U00663,fitness,protein,35-44,Man,Low,None
U00664,casual,plant-based,25-34,Man,Medium,Halal
U00665,budget,low-sugar,55+,Man,High,Vegan
U00666,premium,clean-label,18-24,Man,Medium,None
U00667,budget,gut-health,18-24,Man,Medium,Pescatarian
U00668,fitness,gut-health,18-24,Woman,Medium,Vegetarian
U00669,casual,clean-label,35-44,Man,Low,None
U00670,fitness,protein,25-34,Man,High,None
U00671,fitness,gut-health,45-54,Man,Low,None
U00672,fitness,plant-based,45-54,Man,Medium,None
U00673,casual,plant-based,45-54,Man,High,None
U00674,budget,gut-health,18-24,Man,Medium,None
U00675,casual,clean-label,18-24,Man,Low,None
U00676,casual,plant-based,35-44,Prefer not to say,Medium,Vegetarian
U00677,fitness,gut-health,35-44,Woman,Medium,None
U00678,premium,protein,35-44,Man,High,None
U00679,casual,gut-health,18-24,Man,Medium,Jain
U00680,casual,protein,45-54,Man,Medium,None
U00681,casual,low-sugar,25-34,Man,High,Halal
U00682,budget,clean-label,18-24,Man,Low,None
U00683,casual,gut-health,25-34,Man,Medium,None
U00684,,gut-health,25-34,Man,Medium,Pescatarian
U00685,casual,protein,18-24,Man,High,Kosher
U00686,fitness,clean-label,25-34,Man,Low,Vegetarian
U00687,casual,gut-health,18-24,Non-binary,Medium,None
U00688,premium,low-sugar,18-24,Woman,Medium,Vegan
U00689,casual,gut-health,18-24,Woman,High,None
U00690,premium,plant-based,25-34,Prefer not to say,High,Vegetarian
U00691,casual,low-sugar,25-34,Man,High,None
U00692,premium,protein,35-44,Woman,Medium,None
U00693,fitness,clean-label,18-24,Man,High,Jain
U00694,casual,gut-health,25-34,Woman,Low,None
U00695,fitness,gut-health,25-34,Woman,Low,Jain
U00696,,gut-health,18-24,Woman,Medium,Kosher
U00697,premium,clean-label,25-34,Man,High,None
U00698,budget,gut-health,25-34,Woman,Low,Vegan
U00699,premium,plant-based,35-44,Man,Low,Vegan
U00700,casual,clean-label,25-34,Woman,Low,Vegetarian
U00701,fitness,clean-label,45-54,Woman,Medium,None
U00702,casual,clean-label,55+,Non-binary,Medium,Vegan
U00703,budget,plant-based,35-44,Man,Medium,None
U00704,fitness,gut-health,25-34,Woman,Medium,None
U00705,fitness,gut-health,18-24,Man,Medium,Vegetarian
U00706,fitness,clean-label,25-34,Woman,Medium,None
U00707,,plant-based,25-34,Man,Medium,Vegan
U00708,budget,protein,25-34,Man,Low,Pescatarian
U00709,budget,plant-based,25-34,Woman,Medium,None
U00710,fitness,low-sugar,55+,Man,High,None
U00711,fitness,protein,25-34,Man,Medium,Jain
U00712,,gut-health,25-34,Woman,Low,None
U00713,budget,low-sugar,55+,Woman,Medium,Vegan
U00714,budget,protein,25-34,Woman,Low,None
U00715,casual,low-sugar,25-34,Man,High,None
U00716,casual,low-sugar,18-24,Woman,Medium,None
U00717,budget,protein,25-34,Woman,Medium,None
U00718,fitness,gut-health,25-34,Man,Medium,None
U00719,budget,protein,25-34,Non-binary,Medium,Kosher
U00720,premium,protein,25-34,Woman,Medium,Pescatarian
U00721,fitness,low-sugar,45-54,Woman,High,None
U00722,casual,gut-health,35-44,Man,Medium,Vegetarian
U00723,fitness,protein,25-34,Woman,High,None
U00724,casual,low-sugar,35-44,Man,High,Vegan
U00725,premium,gut-health,18-24,Woman,Low,Halal
U00726,casual,clean-label,18-24,Man,Low,Vegan
U00727,casual,low-sugar,35-44,Non-binary,Low,None
U00728,casual,clean-label,35-44,Woman,High,Kosher
U00729,budget,protein,25-34,Man,Low,Jain
U00730,casual,plant-based,18-24,Woman,High,Kosher
U00731,fitness,plant-based,35-44,Man,Medium,None
U00732,casual,clean-label,35-44,Non-binary,Medium,Vegan
U00733,fitness,plant-based,25-34,Woman,Low,Kosher
U00734,fitness,gut-health,18-24,Woman,Medium,None
U00735,fitness,plant-based,25-34,Man,High,None
U00736,budget,low-sugar,18-24,Man,Low,None
U00737,premium,protein,18-24,Woman,Low,Jain
U00738,premium,clean-label,18-24,Man,Low,Vegan
U00739,budget,clean-label,25-34,Non-binary,Low,Halal
U00740,fitness,gut-health,25-34,Woman,Medium,None
U00741,fitness,low-sugar,18-24,Man,High,Jain
U00742,,plant-based,45-54,Prefer not to say,Low,Kosher
U00743,casual,gut-health,18-24,Woman,Medium,None
U00744,fitness,plant-based,35-44,Woman,Low,None
U00745,casual,plant-based,25-34,Woman,Medium,Halal
U00746,budget,clean-label,18-24,Man,High,Kosher
U00747,fitness,low-sugar,18-24,Woman,Medium,None
U00748,casual,low-sugar,18-24,Woman,Medium,None
U00749,budget,gut-health,45-54,Woman,Medium,Vegan
U00750,casual,low-sugar,25-34,Woman,Medium,None
U00751,fitness,low-sugar,18-24,Non-binary,High,Vegan
U00752,casual,clean-label,25-34,Man,Low,None
U00753,casual,low-sugar,18-24,Woman,Medium,Vegan
U00754,budget,low-sugar,55+,Woman,Medium,None
U00755,budget,plant-based,35-44,Man,High,Pescatarian
U00756,casual,plant-based,25-34,Man,Low,None
U00757,budget,low-sugar,25-34,Man,Medium,Halal
U00758,budget,protein,25-34,Woman,Low,Vegan
U00759,budget,clean-label,45-54,Prefer not to say,Medium,Vegan
U00760,premium,low-sugar,18-24,Woman,Medium,Vegetarian
U00761,casual,plant-based,18-24,Man,Low,None
U00762,budget,low-sugar,18-24,Man,High,Vegetarian
U00763,budget,plant-based,25-34,Non-binary,Medium,None
U00764,budget,protein,25-34,Man,Medium,None
U00765,budget,low-sugar,25-34,Woman,Medium,None
U00766,,low-sugar,18-24,Man,Low,None
U00767,casual,plant-based,18-24,Man,Medium,Vegan
U00768,premium,low-sugar,18-24,Prefer not to say,High,Kosher
U00769,premium,low-sugar,35-44,Man,Low,Halal
U00770,casual,clean-label,45-54,Man,Medium,None
U00771,casual,plant-based,45-54,Non-binary,Low,Pescatarian
U00772,fitness,low-sugar,35-44,Man,Low,Vegan
U00773,casual,protein,25-34,Woman,Low,Kosher
U00774,fitness,plant-based,25-34,Man,Medium,None
U00775,budget,gut-health,25-34,Man,Medium,None
U00776,casual,plant-based,25-34,Woman,High,None
U00777,fitness,plant-based,45-54,Woman,Medium,Halal
U00778,premium,gut-health,25-34,Woman,Medium,None
U00779,fitness,gut-health,25-34,Woman,Low,Kosher
U00780,fitness,gut-health,25-34,Man,High,Vegan
U00781,casual,clean-label,25-34,Woman,Low,Jain
U00782,casual,protein,25-34,Man,Medium,None
U00783,budget,low-sugar,18-24,Woman,Medium,None
U00784,fitness,gut-health,25-34,Man,Low,None
U00785,casual,low-sugar,25-34,Woman,Medium,Kosher
U00786,budget,plant-based,25-34,Woman,Medium,None
U00787,budget,low-sugar,35-44,Woman,High,None
U00788,fitness,low-sugar,25-34,Woman,Medium,Pescatarian
U00789,budget,low-sugar,35-44,Woman,High,None
U00790,,gut-health,18-24,Man,Low,None
U00791,fitness,low-sugar,35-44,Non-binary,Medium,None
U00792,budget,low-sugar,25-34,Man,High,Jain
U00793,casual,protein,25-34,Man,Medium,Kosher
U00794,casual,low-sugar,18-24,Man,Low,Jain
U00795,fitness,plant-based,55+,Man,Medium,Vegan
U00796,budget,plant-based,18-24,Woman,High,None
U00797,fitness,clean-label,25-34,Non-binary,High,Vegetarian
U00798,budget,clean-label,18-24,Woman,Low,None
U00799,fitness,gut-health,55+,Man,Medium,None
U00800,premium,plant-based,35-44,Woman,Medium,Jain
U00801,budget,protein,55+,Man,Medium,Vegetarian
U00802,budget,plant-based,18-24,Man,Medium,Jain
U00803,budget,gut-health,25-34,Woman,Medium,None
U00804,premium,protein,18-24,Woman,Medium,Vegan
U00805,budget,protein,25-34,Man,Medium,None
U00806,fitness,low-sugar,45-54,Man,High,None
U00807,premium,clean-label,55+,Man,Low,None
U00808,budget,gut-health,25-34,Woman,Low,Vegetarian
U00809,budget,low-sugar,18-24,Man,High,None
U00810,casual,clean-label,25-34,Man,Low,None
U00811,budget,gut-health,25-34,Man,Medium,Kosher
U00812,casual,low-sugar,18-24,Man,Medium,None
U00813,budget,plant-based,18-24,Woman,Medium,None
U00814,budget,gut-health,25-34,Man,Medium,None
U00815,premium,clean-label,55+,Man,Medium,None
U00816,premium,gut-health,25-34,Prefer not to say,Medium,Pescatarian
U00817,budget,plant-based,25-34,Non-binary,Low,None
U00818,budget,clean-label,25-34,Woman,Medium,None
U00819,budget,low-sugar,25-34,Man,High,None
U00820,budget,low-sugar,25-34,Man,Medium,None
U00821,casual,plant-based,35-44,Man,Medium,Halal
U00822,casual,plant-based,25-34,Man,Low,Vegan
U00823,casual,clean-label,45-54,Man,Low,None
U00824,casual,protein,25-34,Woman,High,None
U00825,budget,protein,18-24,Woman,Low,Vegan
U00826,fitness,protein,35-44,Woman,Medium,None
U00827,budget,plant-based,45-54,Man,Medium,Vegan
U00828,budget,plant-based,45-54,Woman,Low,None
U00829,budget,plant-based,25-34,Non-binary,Low,None
U00830,budget,low-sugar,25-34,Non-binary,Medium,Kosher
U00831,fitness,low-sugar,18-24,Woman,Low,None
U00832,budget,protein,25-34,Woman,Low,Vegetarian
U00833,premium,plant-based,18-24,Non-binary,Medium,None
U00834,premium,low-sugar,18-24,Prefer not to say,Medium,None
U00835,budget,plant-based,25-34,Woman,Medium,None
U00836,casual,clean-label,55+,Man,Medium,None
U00837,budget,low-sugar,18-24,Man,Low,Kosher
U00838,budget,plant-based,25-34,Man,Medium,Halal
U00839,fitness,gut-health,45-54,Woman,Medium,None
U00840,premium,protein,55+,Woman,Low,Vegan
U00841,premium,gut-health,18-24,Man,High,None
U00842,,low-sugar,35-44,Man,Medium,Vegan
U00843,premium,gut-health,18-24,Woman,Medium,None
U00844,fitness,low-sugar,45-54,Woman,Medium,None
U00845,casual,gut-health,25-34,Non-binary,Low,None
U00846,budget,gut-health,45-54,Man,Medium,Vegetarian
U00847,fitness,low-sugar,18-24,Man,Medium,None
U00848,casual,low-sugar,25-34,Man,Low,None
U00849,budget,gut-health,55+,Non-binary,Medium,None
U00850,premium,gut-health,55+,Woman,Medium,None
U00851,casual,plant-based,25-34,Woman,Low,Halal
U00852,budget,clean-label,25-34,Man,Medium,None
U00853,budget,low-sugar,35-44,Woman,Medium,None
U00854,budget,plant-based,18-24,Man,Medium,None
U00855,casual,gut-health,45-54,Prefer not to say,High,Vegan
U00856,premium,clean-label,18-24,Man,Medium,None
U00857,fitness,clean-label,45-54,Woman,Low,None
U00858,premium,plant-based,18-24,Woman,Medium,None
U00859,fitness,clean-label,18-24,Woman,Low,None
U00860,fitness,gut-health,25-34,Prefer not to say,Low,None
U00861,fitness,plant-based,18-24,Woman,Medium,None
U00862,fitness,plant-based,55+,Woman,Low,None
U00863,budget,low-sugar,45-54,Man,Medium,None
U00864,casual,clean-label,18-24,Woman,High,None
U00865,fitness,plant-based,25-34,Non-binary,Low,None
U00866,,plant-based,35-44,Woman,Medium,None
U00867,budget,clean-label,25-34,Woman,Medium,Vegan
U00868,budget,protein,55+,Man,Medium,None
U00869,premium,protein,18-24,Non-binary,High,Pescatarian
U00870,premium,clean-label,25-34,Man,Low,None
U00871,budget,protein,35-44,Woman,Medium,None
U00872,,gut-health,25-34,Man,Medium,Halal
U00873,fitness,plant-based,35-44,Woman,Medium,Vegetarian
U00874,fitness,clean-label,25-34,Woman,Medium,Kosher
U00875,budget,gut-health,35-44,Non-binary,High,None
U00876,casual,gut-health,25-34,Man,Medium,None
U00877,,clean-label,18-24,Woman,Low,Pescatarian
U00878,casual,clean-label,55+,Woman,Low,Vegan
U00879,casual,plant-based,25-34,Man,Medium,None
U00880,premium,protein,18-24,Woman,Low,Vegetarian
U00881,premium,protein,18-24,Woman,High,Pescatarian
U00882,premium,protein,35-44,Woman,Medium,None
U00883,premium,low-sugar,25-34,Woman,Low,None
U00884,fitness,plant-based,45-54,Woman,Low,None
U00885,premium,protein,25-34,Man,High,Vegetarian
U00886,,low-sugar,18-24,Woman,Low,None
U00887,premium,clean-label,25-34,Non-binary,High,Vegan
U00888,budget,clean-label,25-34,Woman,Medium,Jain
U00889,fitness,gut-health,25-34,Woman,High,None
U00890,fitness,clean-label,25-34,Woman,Low,Pescatarian
U00891,premium,clean-label,35-44,Man,Medium,Jain
U00892,fitness,clean-label,55+,Man,Medium,None
U00893,fitness,protein,18-24,Woman,Medium,None
U00894,budget,clean-label,45-54,Man,Medium,None
U00895,premium,clean-label,18-24,Man,High,Vegan
U00896,budget,low-sugar,35-44,Woman,Medium,Halal
U00897,fitness,clean-label,35-44,Man,Low,Vegetarian
U00898,budget,low-sugar,45-54,Woman,High,None
U00899,casual,protein,25-34,Man,High,None
U00900,fitness,clean-label,45-54,Man,Low,None
U00901,fitness,protein,18-24,Woman,Low,Vegan
U00902,casual,gut-health,35-44,Woman,Low,None
U00903,fitness,gut-health,45-54,Woman,High,None
U00904,premium,clean-label,25-34,Man,Medium,None
U00905,casual,protein,45-54,Man,High,None
U00906,fitness,clean-label,35-44,Woman,Low,None
U00907,budget,protein,25-34,Man,Low,Kosher
U00908,budget,gut-health,18-24,Woman,High,Kosher
U00909,,low-sugar,25-34,Man,Low,Vegetarian
U00910,budget,plant-based,55+,Man,Low,None
U00911,casual,protein,25-34,Man,Low,Kosher
U00912,,plant-based,25-34,Man,Medium,Jain
U00913,premium,plant-based,25-34,Man,Low,None
U00914,premium,gut-health,35-44,Non-binary,Medium,None
U00915,casual,low-sugar,35-44,Woman,High,None
U00916,premium,protein,18-24,Woman,Low,None
U00917,premium,plant-based,25-34,Woman,Medium,None
U00918,premium,clean-label,25-34,Woman,Low,Vegan
U00919,budget,low-sugar,35-44,Man,Medium,None
U00920,fitness,plant-based,55+,Non-binary,High,None
U00921,casual,protein,25-34,Man,High,None
U00922,budget,plant-based,45-54,Man,Medium,None
U00923,fitness,protein,25-34,Man,Medium,Vegetarian
U00924,casual,gut-health,18-24,Man,Medium,None
U00925,premium,gut-health,35-44,Man,Medium,None
U00926,premium,clean-label,55+,Woman,High,None
U00927,casual,gut-health,35-44,Non-binary,Low,Vegetarian
U00928,budget,gut-health,35-44,Man,Low,None
U00929,premium,clean-label,45-54,Man,High,Kosher
U00930,budget,protein,25-34,Woman,High,Vegan
U00931,casual,gut-health,18-24,Man,Medium,Vegan
U00932,premium,low-sugar,25-34,Woman,Low,Halal
U00933,budget,clean-label,45-54,Woman,High,None
U00934,budget,low-sugar,25-34,Man,High,Vegetarian
U00935,budget,clean-label,25-34,Man,Medium,None
U00936,casual,clean-label,18-24,Man,Medium,None
