order_id,state,city_tier,occasion
ORD000709,Washington,Tier 3,late-night
ORD000710,California,Unknown,road-trip
ORD000711,New York,Tier 2,religious-fasting
ORD000712,Illinois,Tier 2,festive
ORD000713,Florida,Unknown,daily snack
ORD000714,Texas,Unknown,marathon-prep
ORD000715,Texas,Tier 1,festive
ORD000716,New York,Tier 3,gym
ORD000717,Georgia,Tier 3,religious-fasting
ORD000718,Colorado,Tier 3,late-night
ORD000719,New York,Tier 1,late-night
ORD000720,Florida,Tier 1,religious-fasting
ORD000721,Calfornia,Unknown,festive
ORD000722,Illinois,Tier 1,late-night
ORD000723,Illinois,Tier 1,late-night
ORD000724,New York,Unknown,on-the-go
ORD000725,Texas,Tier 1,gym
ORD000726,California,Tier 1,late-night
ORD000727,Georgia,Tier 2,late-night
ORD000728,Illinois,Tier 2,festive
ORD000729,California,Tier 1,daily snack
ORD000730,Texas,Tier 2,religious-fasting
ORD000732,Calfornia,Tier 3,gym
ORD000733,Calfornia,Tier 1,late-night
ORD000734,Washington,Tier 1,festive
ORD000735,Colorado,Tier 1,late-night
ORD000736,New York,Tier 1,daily snack
ORD000737,Georgia,Tier 3,on-the-go
ORD000738,Colorado,Tier 2,gym
ORD000740,Washington,Tier 1,religious-fasting
ORD000741,Colorado,Tier 2,marathon-prep
ORD000742,Illinois,Tier 2,festive
ORD000743,Florida,Tier 1,gym
ORD000744,NY,Tier 1,marathon-prep
ORD000746,Illinois,Tier 1,daily snack
ORD000747,Colorado,Tier 1,gym
ORD000748,Texas,Tier 3,on-the-go
ORD000749,Texas,Tier 1,late-night
ORD000750,Texas,Tier 2,festive
ORD000751,Texas,Unknown,religious-fasting
ORD000752,Florida,Tier 1,late-night
ORD000753,Florida,Tier 2,marathon-prep
ORD000754,Texas,Tier 2,daily snack
ORD000755,NY,Unknown,marathon-prep
ORD000756,Illinois,Tier 2,marathon-prep
ORD000757,Colorado,Tier 3,gym
ORD000758,Colorado,Tier 3,religious-fasting
ORD000760,Colorado,Tier 2,on-the-go
ORD000761,Florida,Unknown,festive
ORD000763,New York,Tier 2,gym
ORD000764,New York,Tier 1,daily snack
ORD000765,Illinois,Unknown,festive
ORD000766,Georgia,Tier 1,daily snack
ORD000767,Georgia,Tier 2,festive
ORD000768,NY,Tier 2,daily snack
ORD000769,Florida,Tier 1,gym
ORD000770,New York,Tier 1,late-night
ORD000771,Colorado,Tier 2,road-trip
ORD000772,Calfornia,Tier 1,late-night
ORD000773,Georgia,Unknown,road-trip
ORD000774,Colorado,Tier 1,gym
ORD000775,California,Tier 2,late-night
ORD000776,Illinois,Tier 3,road-trip
ORD000777,Georgia,Tier 3,gym
ORD000778,NY,Tier 2,gym
ORD000779,Florida,Tier 2,marathon-prep
ORD000780,California,Tier 3,festive
ORD000781,NY,Unknown,gym
ORD000782,Colorado,Tier 1,road-trip
ORD000783,NY,Tier 2,daily snack
ORD000784,Florida,Tier 3,gym
ORD000785,Calfornia,Tier 3,religious-fasting
ORD000787,Texas,Tier 1,late-night
ORD000788,NY,Tier 1,festive
ORD000789,NY,Tier 3,on-the-go
ORD000790,Texas,Tier 3,festive
ORD000791,Colorado,Tier 1,religious-fasting
ORD000792,Colorado,Tier 3,on-the-go
ORD000793,Colorado,Tier 2,festive
ORD000794,NY,Unknown,gym
ORD000796,Washington,Tier 1,late-night
ORD000797,Colorado,Tier 3,late-night
ORD000798,Florida,Tier 3,on-the-go
ORD000799,California,Tier 3,on-the-go
ORD000800,Colorado,Tier 1,late-night
ORD000801,Washington,Tier 3,marathon-prep
ORD000802,California,Tier 1,late-night
ORD000803,Illinois,Tier 1,daily snack
ORD000804,Calfornia,Tier 3,daily snack
ORD000805,NY,Tier 1,late-night
ORD000806,California,Tier 1,late-night
ORD000807,Illinois,Tier 1,daily snack
ORD000808,Florida,Tier 3,road-trip
ORD000809,NY,Unknown,festive
ORD000810,Florida,Tier 1,on-the-go
ORD000811,Colorado,Tier 2,on-the-go
ORD000812,NY,Tier 2,late-night
ORD000813,Florida,Unknown,festive
ORD000814,New York,Tier 1,late-night
ORD000815,Illinois,Unknown,marathon-prep
ORD000816,New York,Tier 2,road-trip
ORD000817,Colorado,Tier 3,on-the-go
ORD000818,Florida,Tier 1,marathon-prep
ORD000819,Washington,Tier 2,road-trip
ORD000820,Texas,Tier 1,late-night
ORD000821,Florida,Tier 3,late-night
ORD000822,Washington,Tier 1,road-trip
ORD000823,California,Tier 1,daily snack
ORD000824,Georgia,Tier 1,gym
ORD000825,Texas,Tier 2,on-the-go
ORD000826,California,Tier 1,marathon-prep
ORD000827,Florida,Tier 1,on-the-go
ORD000828,Colorado,Tier 1,late-night
ORD000829,California,Tier 1,road-trip
ORD000830,Washington,Tier 1,religious-fasting
ORD000831,Florida,Unknown,festive
ORD000832,Illinois,Tier 3,road-trip
ORD000833,Illinois,Tier 2,religious-fasting
ORD000834,Florida,Tier 1,late-night
ORD000835,New York,Tier 1,daily snack
ORD000837,Texas,Tier 1,late-night
ORD000838,New York,Tier 1,late-night
ORD000839,Florida,Tier 1,road-trip
ORD000840,New York,Tier 3,road-trip
ORD000841,NY,Tier 2,daily snack
ORD000842,New York,Tier 1,road-trip
ORD000843,Florida,Tier 1,marathon-prep
ORD000844,Illinois,Tier 1,on-the-go
ORD000845,New York,Tier 1,late-night
ORD000846,New York,Tier 1,late-night
ORD000847,California,Tier 2,road-trip
ORD000848,Georgia,Tier 1,daily snack
ORD000849,Calfornia,Tier 3,marathon-prep
ORD000850,Washington,Tier 3,religious-fasting
ORD000851,Washington,Tier 1,gym
ORD000852,Illinois,Tier 2,on-the-go
ORD000853,California,Tier 2,late-night
ORD000855,Florida,Tier 1,late-night
ORD000856,Washington,Tier 1,late-night
ORD000857,Texas,Tier 3,daily snack
ORD000858,Florida,Tier 1,late-night
ORD000859,Illinois,Tier 1,marathon-prep
ORD000860,Calfornia,Tier 1,religious-fasting
ORD000861,Texas,Tier 1,late-night
ORD000862,Colorado,Tier 1,festive
ORD000863,Colorado,Tier 1,late-night
ORD000864,NY,Tier 1,late-night
ORD000865,Illinois,Tier 1,late-night
ORD000866,Calfornia,Tier 3,religious-fasting
ORD000867,Texas,Tier 1,late-night
ORD000868,New York,Tier 2,late-night
ORD000869,Illinois,Tier 3,daily snack
ORD000870,California,Unknown,road-trip
ORD000871,New York,Tier 1,road-trip
ORD000872,Illinois,Tier 1,late-night
ORD000873,Calfornia,Unknown,religious-fasting
ORD000874,NY,Tier 1,on-the-go
ORD000875,Florida,Tier 2,gym
ORD000876,Washington,Tier 2,daily snack
ORD000877,Texas,Tier 1,festive
ORD000878,Colorado,Tier 3,religious-fasting
ORD000879,Florida,Tier 2,gym
ORD000880,New York,Tier 2,gym
ORD000881,Washington,Tier 1,late-night
ORD000882,New York,Tier 3,marathon-prep
ORD000883,Texas,Tier 1,daily snack
ORD000884,Illinois,Tier 3,religious-fasting
ORD000885,NY,Unknown,gym
ORD000886,NY,Tier 3,religious-fasting
ORD000887,Calfornia,Tier 2,festive
ORD000888,Washington,Tier 3,festive
ORD000889,Calfornia,Tier 1,late-night
ORD000890,Washington,Tier 3,religious-fasting
ORD000891,Calfornia,Unknown,daily snack
ORD000892,Florida,Tier 2,gym
ORD000893,California,Tier 2,on-the-go
ORD000895,New York,Unknown,on-the-go
ORD000896,Colorado,Tier 1,marathon-prep
ORD000897,California,Tier 2,religious-fasting
ORD000898,Georgia,Tier 1,late-night
ORD000899,Texas,Unknown,road-trip
ORD000900,Florida,Tier 1,late-night
ORD000901,Colorado,Tier 3,late-night
ORD000902,Illinois,Tier 1,late-night
ORD000903,Washington,Tier 2,late-night
ORD000904,Florida,Unknown,marathon-prep
ORD000905,Washington,Tier 3,road-trip
ORD000906,Colorado,Tier 1,road-trip
ORD000907,Texas,Tier 2,religious-fasting
ORD000908,Washington,Tier 3,gym
ORD000909,Georgia,Tier 2,religious-fasting
ORD000910,NY,Tier 1,late-night
ORD000911,California,Tier 1,marathon-prep
ORD000912,NY,Tier 2,gym
ORD000913,Georgia,Tier 3,on-the-go
ORD000915,California,Tier 3,gym
ORD000916,NY,Tier 3,religious-fasting
ORD000917,Colorado,Tier 3,road-trip
ORD000918,Calfornia,Tier 1,road-trip
ORD000919,Georgia,Tier 1,late-night
ORD000920,Calfornia,Tier 1,late-night
ORD000921,Calfornia,Tier 2,religious-fasting
ORD000922,New York,Tier 2,gym
ORD000923,New York,Tier 1,late-night
ORD000924,California,Tier 2,religious-fasting
ORD000926,Colorado,Tier 2,religious-fasting
ORD000927,Georgia,Tier 1,marathon-prep
ORD000928,Washington,Tier 2,marathon-prep
ORD000929,Florida,Tier 3,religious-fasting
ORD000930,Florida,Tier 1,late-night
ORD000933,Georgia,Tier 1,marathon-prep
ORD000934,Florida,Tier 3,daily snack
ORD000935,Florida,Tier 2,daily snack
ORD000936,NY,Tier 2,road-trip
ORD000937,Florida,Tier 1,late-night
ORD000938,Colorado,Unknown,daily snack
ORD000939,Georgia,Tier 2,road-trip
ORD000941,Texas,Tier 2,road-trip
ORD000942,New York,Tier 2,late-night
ORD000943,Calfornia,Tier 2,on-the-go
ORD000944,Florida,Tier 1,gym
ORD000945,Washington,Unknown,gym
ORD000946,New York,Tier 2,road-trip
ORD000947,Texas,Tier 3,late-night
ORD000948,Illinois,Tier 1,marathon-prep
ORD000949,Texas,Tier 2,gym
ORD000950,Illinois,Tier 2,on-the-go
ORD000951,California,Tier 3,marathon-prep
ORD000953,Florida,Tier 1,late-night
ORD000954,Washington,Tier 1,festive
ORD000955,Texas,Tier 2,marathon-prep
ORD000956,Colorado,Tier 1,late-night
ORD000957,Texas,Unknown,gym
ORD000958,Georgia,Tier 1,late-night
ORD000959,Texas,Tier 1,late-night
ORD000960,Texas,Tier 1,gym
ORD000961,NY,Tier 3,road-trip
ORD000962,NY,Tier 2,marathon-prep
ORD000963,Colorado,Tier 1,late-night
ORD000964,Washington,Tier 1,late-night
ORD000965,Washington,Tier 2,festive
ORD000966,NY,Tier 1,religious-fasting
ORD000967,Georgia,Tier 2,on-the-go
ORD000968,Texas,Tier 2,religious-fasting
ORD000969,Illinois,Tier 1,road-trip
ORD000970,Washington,Tier 3,festive
ORD000971,Colorado,Tier 1,festive
ORD000972,New York,Tier 1,road-trip
ORD000973,Washington,Tier 2,festive
ORD000974,Washington,Tier 1,religious-fasting
ORD000975,New York,Tier 2,gym
ORD000976,New York,Tier 1,late-night
ORD000977,California,Tier 2,late-night
ORD000978,California,Tier 2,gym
ORD000979,New York,Tier 1,road-trip
ORD000980,Washington,Tier 2,on-the-go
ORD000981,Georgia,Unknown,religious-fasting
ORD000982,Florida,Tier 1,on-the-go
ORD000983,California,Unknown,marathon-prep
ORD000984,NY,Tier 2,festive
ORD000985,Colorado,Tier 2,religious-fasting
ORD000986,Colorado,Tier 3,festive
ORD000987,Florida,Tier 1,late-night
ORD000988,Calfornia,Tier 1,late-night
ORD000989,California,Tier 1,late-night
ORD000990,Florida,Tier 2,late-night
ORD000991,New York,Tier 1,late-night
ORD000992,California,Tier 1,on-the-go
ORD000993,California,Tier 1,on-the-go
ORD000994,Colorado,Tier 2,late-night
ORD000995,Washington,Tier 2,daily snack
ORD000996,Calfornia,Tier 1,late-night
ORD000997,Illinois,Unknown,daily snack
ORD000998,Colorado,Tier 3,gym
ORD000999,Calfornia,Tier 2,festive
ORD001000,NY,Tier 1,marathon-prep
ORD001001,NY,Tier 1,late-night
ORD001002,Illinois,Tier 2,festive
ORD001003,Florida,Tier 1,late-night
ORD001004,Florida,Tier 2,on-the-go
ORD001005,New York,Tier 1,daily snack
ORD001006,Colorado,Tier 1,religious-fasting
ORD001007,Georgia,Tier 1,festive
ORD001008,Illinois,Tier 1,late-night
ORD001009,Calfornia,Tier 1,late-night
ORD001010,Washington,Tier 3,festive
ORD001012,Florida,Tier 3,religious-fasting
ORD001013,Illinois,Tier 2,road-trip
ORD001014,Florida,Tier 2,daily snack
ORD001015,Calfornia,Tier 1,gym
ORD001016,Calfornia,Tier 2,daily snack
ORD001017,Texas,Tier 1,late-night
ORD001018,California,Tier 3,road-trip
ORD001019,Washington,Tier 1,late-night
ORD001020,California,Tier 3,daily snack
ORD001021,Illinois,Tier 3,late-night
ORD001022,Florida,Tier 2,gym
ORD001023,Colorado,Tier 1,on-the-go
ORD001025,Colorado,Tier 1,late-night
ORD001026,New York,Tier 1,late-night
ORD001027,Florida,Tier 3,daily snack
ORD001028,Illinois,Tier 2,on-the-go
ORD001029,Florida,Tier 2,road-trip
ORD001030,Illinois,Tier 1,gym
ORD001031,California,Unknown,religious-fasting
ORD001032,Calfornia,Tier 2,gym
ORD001033,New York,Tier 3,festive
ORD001034,Colorado,Tier 2,on-the-go
ORD001035,Illinois,Tier 1,gym
ORD001036,Calfornia,Tier 2,religious-fasting
ORD001037,Illinois,Tier 2,festive
ORD001038,NY,Tier 2,religious-fasting
ORD001039,Florida,Tier 1,gym
ORD001040,Georgia,Tier 2,daily snack
ORD001041,Colorado,Unknown,festive
ORD001042,Georgia,Tier 1,late-night
ORD001043,Illinois,Tier 1,festive
ORD001045,Florida,Tier 1,festive
ORD001046,NY,Tier 1,road-trip
ORD001047,California,Tier 2,gym
ORD001049,Texas,Tier 3,religious-fasting
ORD001050,Texas,Tier 1,late-night
ORD001051,Illinois,Tier 1,late-night
ORD001052,Florida,Unknown,marathon-prep
ORD001053,Washington,Tier 2,on-the-go
ORD001054,Colorado,Tier 1,late-night
ORD001055,Texas,Tier 2,late-night
ORD001056,NY,Tier 1,late-night
ORD001058,Florida,Tier 3,road-trip
ORD001059,Georgia,Tier 1,on-the-go
ORD001060,NY,Tier 2,daily snack
ORD001061,Washington,Tier 2,gym
ORD001063,Georgia,Unknown,marathon-prep
ORD001064,Calfornia,Tier 1,on-the-go
ORD001065,Florida,Tier 2,religious-fasting
ORD001066,NY,Tier 2,on-the-go
ORD001067,Georgia,Tier 3,festive
ORD001068,Illinois,Tier 1,late-night
ORD001069,Illinois,Tier 2,festive
ORD001070,Texas,Tier 3,festive
ORD001072,New York,Unknown,road-trip
ORD001073,Calfornia,Tier 2,road-trip
ORD001074,Washington,Tier 3,daily snack
ORD001075,Calfornia,Tier 1,late-night
ORD001076,Colorado,Tier 1,late-night
ORD001077,NY,Tier 1,gym
ORD001078,Florida,Tier 1,road-trip
ORD001080,Washington,Tier 1,marathon-prep
ORD001081,Washington,Tier 3,gym
ORD001082,Georgia,Tier 2,road-trip
ORD001083,NY,Tier 2,road-trip
ORD001085,Illinois,Tier 2,marathon-prep
ORD001086,NY,Tier 2,gym
ORD001087,California,Tier 3,daily snack
ORD001088,Washington,Tier 2,religious-fasting
ORD001089,Washington,Tier 1,late-night
ORD001090,Illinois,Tier 1,religious-fasting
ORD001091,Washington,Tier 1,gym
ORD001092,Illinois,Tier 1,religious-fasting
ORD001093,Calfornia,Tier 2,on-the-go
ORD001094,Colorado,Tier 1,festive
ORD001095,New York,Tier 2,gym
ORD001096,Texas,Tier 2,late-night
ORD001097,Georgia,Tier 1,marathon-prep
ORD001098,California,Tier 1,road-trip
ORD001099,Illinois,Tier 1,late-night
ORD001101,Calfornia,Unknown,religious-fasting
ORD001102,Georgia,Tier 2,marathon-prep
ORD001103,Florida,Tier 1,late-night
ORD001104,Texas,Tier 1,gym
ORD001105,Washington,Tier 1,late-night
ORD001106,Texas,Tier 1,late-night
ORD001107,Florida,Tier 3,religious-fasting
ORD001108,Washington,Tier 2,gym
ORD001109,New York,Tier 2,marathon-prep
ORD001110,Washington,Unknown,road-trip
ORD001111,Texas,Tier 3,religious-fasting
ORD001114,Washington,Unknown,festive
ORD001115,Calfornia,Tier 3,marathon-prep
ORD001116,Washington,Tier 1,on-the-go
ORD001117,Colorado,Tier 1,on-the-go
ORD001118,California,Unknown,festive
ORD001119,Illinois,Tier 1,marathon-prep
ORD001120,California,Tier 3,late-night
ORD001121,Georgia,Tier 1,on-the-go
ORD001122,New York,Tier 3,gym
ORD001123,Florida,Tier 2,daily snack
ORD001124,Texas,Tier 2,religious-fasting
ORD001125,NY,Tier 2,late-night
ORD001126,Florida,Tier 1,late-night
ORD001127,NY,Tier 1,late-night
ORD001128,Georgia,Tier 1,road-trip
ORD001129,Texas,Tier 1,on-the-go
ORD001130,New York,Tier 1,festive
ORD001131,NY,Tier 1,daily snack
ORD001132,Texas,Tier 3,festive
ORD001133,New York,Tier 1,late-night
ORD001134,Calfornia,Tier 2,marathon-prep
ORD001135,Calfornia,Tier 1,festive
ORD001136,NY,Tier 2,religious-fasting
ORD001137,New York,Tier 2,festive
ORD001138,Illinois,Tier 2,on-the-go
ORD001139,Colorado,Tier 3,festive
ORD001140,Georgia,Tier 1,religious-fasting
ORD001142,Washington,Tier 3,late-night
ORD001143,Colorado,Tier 1,late-night
ORD001144,Georgia,Tier 3,on-the-go
ORD001146,Texas,Tier 1,late-night
ORD001147,NY,Tier 2,festive
ORD001149,NY,Tier 1,on-the-go
ORD001150,Colorado,Tier 1,late-night
ORD001151,Texas,Unknown,on-the-go
ORD001152,Georgia,Tier 1,late-night
ORD001153,Georgia,Tier 1,late-night
ORD001154,Illinois,Tier 1,on-the-go
ORD001155,Illinois,Tier 2,marathon-prep
ORD001156,Washington,Unknown,festive
ORD001157,NY,Tier 2,daily snack
ORD001158,NY,Tier 2,religious-fasting
ORD001159,Washington,Tier 2,late-night
ORD001160,Illinois,Tier 1,late-night
ORD001161,Florida,Tier 1,festive
ORD001162,Texas,Tier 1,marathon-prep
ORD001163,Colorado,Tier 1,daily snack
ORD001164,Illinois,Tier 1,marathon-prep
ORD001165,Florida,Tier 1,late-night
ORD001166,NY,Tier 1,gym
ORD001167,Colorado,Tier 2,on-the-go
ORD001168,Washington,Tier 2,road-trip
ORD001171,California,Tier 1,religious-fasting
ORD001172,NY,Tier 1,gym
ORD001173,Texas,Tier 2,late-night
ORD001174,Calfornia,Tier 2,on-the-go
ORD001175,New York,Tier 2,religious-fasting
ORD001176,New York,Tier 1,marathon-prep
ORD001177,Georgia,Tier 3,religious-fasting
ORD001178,Florida,Tier 1,religious-fasting
ORD001179,Florida,Tier 1,late-night
ORD001180,NY,Tier 2,road-trip
ORD001181,Colorado,Tier 1,on-the-go
ORD001182,Florida,Unknown,gym
ORD001183,Colorado,Tier 2,road-trip
ORD001184,Calfornia,Tier 3,on-the-go
ORD001185,Calfornia,Tier 2,festive
ORD001186,Calfornia,Tier 2,religious-fasting
ORD001187,Texas,Tier 3,on-the-go
ORD001188,Colorado,Tier 3,religious-fasting
ORD001189,California,Tier 1,religious-fasting
ORD001190,Texas,Tier 3,religious-fasting
ORD001191,New York,Tier 1,late-night
ORD001192,NY,Tier 1,festive
ORD001193,NY,Unknown,gym
ORD001194,California,Tier 1,daily snack
ORD001195,NY,Tier 3,road-trip
ORD001196,Calfornia,Tier 2,marathon-prep
ORD001197,Colorado,Tier 3,road-trip
ORD001198,Florida,Tier 2,on-the-go
ORD001199,Illinois,Unknown,on-the-go
ORD001200,NY,Tier 2,festive
ORD001202,Illinois,Tier 2,religious-fasting
ORD001203,Colorado,Tier 1,late-night
ORD001204,Texas,Tier 2,on-the-go
ORD001205,NY,Tier 3,gym
ORD001206,NY,Tier 3,on-the-go
ORD001207,Calfornia,Tier 2,road-trip
ORD001208,California,Tier 1,late-night
ORD001209,Washington,Tier 1,late-night
ORD001210,Georgia,Tier 1,late-night
ORD001211,Washington,Tier 1,late-night
ORD001212,New York,Tier 3,festive
ORD001213,New York,Tier 3,late-night
ORD001214,Colorado,Tier 2,on-the-go
ORD001215,California,Tier 3,late-night
ORD001217,California,Tier 3,religious-fasting
ORD001218,NY,Tier 2,late-night
ORD001220,NY,Tier 1,festive
ORD001221,Georgia,Tier 3,daily snack
ORD001222,Washington,Tier 1,religious-fasting
ORD001223,Washington,Tier 3,gym
ORD001224,Texas,Tier 1,road-trip
ORD001226,Texas,Tier 2,daily snack
ORD001227,Georgia,Tier 1,late-night
ORD001228,NY,Tier 1,on-the-go
ORD001229,Illinois,Unknown,religious-fasting
ORD001230,Washington,Tier 1,marathon-prep
ORD001231,NY,Tier 2,gym
ORD001232,Washington,Tier 3,daily snack
ORD001234,Colorado,Tier 2,late-night
ORD001235,Florida,Tier 2,festive
ORD001236,Georgia,Tier 1,late-night
ORD001237,Texas,Tier 3,late-night
ORD001238,New York,Tier 3,on-the-go
ORD001239,NY,Unknown,road-trip
ORD001240,Calfornia,Tier 2,daily snack
ORD001241,Texas,Tier 3,gym
ORD001242,NY,Tier 2,on-the-go
ORD001243,Texas,Unknown,on-the-go
ORD001244,NY,Tier 2,marathon-prep
ORD001245,Florida,Tier 2,religious-fasting
ORD001246,NY,Unknown,daily snack
ORD001247,California,Tier 1,gym
ORD001248,Colorado,Tier 1,gym
ORD001250,New York,Tier 1,late-night
ORD001251,New York,Tier 1,late-night
ORD001252,Georgia,Tier 1,late-night
ORD001253,Colorado,Tier 1,gym
ORD001254,Colorado,Tier 3,gym
ORD001255,Calfornia,Tier 2,religious-fasting
ORD001256,Washington,Tier 1,religious-fasting
ORD001257,Georgia,Tier 2,daily snack
ORD001258,Georgia,Unknown,road-trip
ORD001259,New York,Unknown,religious-fasting
ORD001260,Georgia,Tier 1,road-trip
ORD001261,Texas,Tier 1,festive
ORD001262,Texas,Tier 1,late-night
ORD001263,Texas,Tier 1,on-the-go
ORD001264,Illinois,Tier 2,daily snack
ORD001265,Colorado,Tier 2,gym
ORD001266,Texas,Unknown,religious-fasting
ORD001267,California,Tier 2,festive
ORD001268,California,Tier 1,religious-fasting
ORD001269,Colorado,Tier 3,road-trip
ORD001270,Calfornia,Tier 2,religious-fasting
ORD001271,New York,Tier 1,daily snack
ORD001272,Colorado,Tier 3,daily snack
ORD001273,Washington,Tier 1,religious-fasting
ORD001274,Texas,Tier 3,religious-fasting
ORD001275,Washington,Tier 2,marathon-prep
ORD001276,Georgia,Tier 2,daily snack
ORD001277,NY,Tier 2,daily snack
ORD001279,Colorado,Tier 3,marathon-prep
ORD001280,California,Tier 2,late-night
ORD001281,Calfornia,Unknown,on-the-go
ORD001282,Georgia,Tier 2,road-trip
ORD001283,NY,Tier 1,late-night
ORD001284,Texas,Tier 2,marathon-prep
ORD001285,Georgia,Tier 3,religious-fasting
ORD001286,California,Tier 1,daily snack
ORD001287,New York,Unknown,road-trip
ORD001288,Texas,Tier 1,festive
ORD001289,Illinois,Tier 3,gym
ORD001290,NY,Tier 3,daily snack
ORD001291,Florida,Tier 2,late-night
ORD001292,Georgia,Tier 3,religious-fasting
ORD001293,New York,Tier 1,late-night
ORD001294,Washington,Tier 1,marathon-prep
ORD001295,California,Tier 3,festive
ORD001296,Colorado,Tier 3,festive
ORD001297,Illinois,Tier 1,late-night
ORD001298,New York,Tier 2,on-the-go
ORD001299,NY,Tier 1,late-night
ORD001300,Colorado,Tier 3,religious-fasting
ORD001301,Calfornia,Unknown,road-trip
ORD001302,California,Tier 2,gym
ORD001304,Florida,Tier 2,late-night
ORD001305,California,Tier 2,road-trip
ORD001306,NY,Tier 2,festive
ORD001307,Colorado,Tier 1,marathon-prep
ORD001309,Illinois,Tier 1,late-night
ORD001310,Florida,Tier 1,road-trip
ORD001311,Florida,Tier 1,late-night
ORD001312,NY,Tier 2,road-trip
ORD001313,New York,Tier 1,gym
ORD001314,Illinois,Unknown,festive
ORD001315,Texas,Tier 2,gym
ORD001316,Texas,Tier 2,religious-fasting
